station_id,station_code,station_name,sample_date,depth1,depth2,ALK_mmol/l,Ca_mg/l,Cl_mg/l,K_mg/l,Mg_mg/l,NH4-N_µg/l N,NO3-N_µg/l N,Na_mg/l,SO4_mg/l,TOC_mg C/l,pH_
221,BIE01,Birkenes,1974-05-04 09:00:00,0.0,0.0,,1.8,4.6,0.19,0.5,40.0,150.0,,,,5.18
221,BIE01,Birkenes,1974-05-05 08:30:00,0.0,0.0,,1.8,4.4,0.19,0.49,60.0,150.0,,,,5.24
221,BIE01,Birkenes,1974-05-06 08:00:00,0.0,0.0,,1.86,4.6,0.2,0.51,55.0,160.0,,,,5.53
221,BIE01,Birkenes,1974-05-07 08:30:00,0.0,0.0,,1.79,4.6,0.19,0.5,50.0,160.0,,,,5.24
221,BIE01,Birkenes,1974-05-08 08:20:00,0.0,0.0,,1.83,4.6,0.2,0.5,30.0,140.0,,,,5.27
221,BIE01,Birkenes,1974-05-09 08:00:00,0.0,0.0,,1.84,4.6,0.24,0.5,25.0,130.0,,,,5.24
221,BIE01,Birkenes,1974-05-10 08:20:00,0.0,0.0,,1.85,4.0,0.23,0.49,,120.0,,,,5.43
221,BIE01,Birkenes,1974-05-11 08:30:00,0.0,0.0,,1.88,4.2,0.25,0.5,,170.0,,,,5.33
221,BIE01,Birkenes,1974-05-12 08:30:00,0.0,0.0,,1.83,4.0,0.25,0.49,,60.0,,,,5.18
221,BIE01,Birkenes,1974-05-13 08:30:00,0.0,0.0,,1.83,4.2,0.25,0.49,,50.0,,,,5.17
221,BIE01,Birkenes,1974-05-14 08:30:00,0.0,0.0,,1.83,4.2,0.32,0.49,,60.0,,,,5.19
221,BIE01,Birkenes,1974-05-15 08:20:00,0.0,0.0,,1.89,4.2,0.27,0.49,,90.0,,,,5.25
221,BIE01,Birkenes,1974-05-16 08:00:00,0.0,0.0,,1.83,4.2,0.32,0.48,,40.0,,,,5.2
221,BIE01,Birkenes,1974-05-17 08:20:00,0.0,0.0,,1.8,4.2,0.35,0.49,,20.0,,,,5.27
221,BIE01,Birkenes,1974-05-18 09:00:00,0.0,0.0,,1.88,4.2,0.26,0.49,,130.0,,,,5.33
221,BIE01,Birkenes,1974-05-19 08:30:00,0.0,0.0,,1.89,4.2,0.26,0.49,,120.0,,,,5.37
221,BIE01,Birkenes,1974-05-20 08:15:00,0.0,0.0,,1.84,4.4,0.36,0.48,,20.0,3.0,,,5.18
221,BIE01,Birkenes,1974-05-21 08:10:00,0.0,0.0,,1.84,4.4,0.36,0.48,,30.0,3.0,,,5.24
221,BIE01,Birkenes,1974-05-22 08:15:00,0.0,0.0,,1.8,4.4,0.36,0.47,,10.0,3.05,,,5.37
221,BIE01,Birkenes,1974-05-23 08:20:00,0.0,0.0,,1.9,4.4,0.23,0.48,,60.0,3.05,,,5.36
221,BIE01,Birkenes,1974-05-26 08:50:00,0.0,0.0,,1.77,4.6,0.36,0.47,,10.0,3.05,,,5.23
221,BIE01,Birkenes,1974-05-28 00:00:00,0.0,0.0,,1.7,4.6,0.36,0.46,,10.0,2.95,,,5.08
221,BIE01,Birkenes,1974-05-28 14:00:00,0.0,0.0,,1.8,4.6,0.38,0.47,,10.0,2.95,,,5.19
221,BIE01,Birkenes,1974-05-28 20:00:00,0.0,0.0,,1.71,4.4,0.35,0.45,,10.0,2.9,,,5.27
221,BIE01,Birkenes,1974-05-29 04:00:00,0.0,0.0,,1.7,4.6,0.37,0.46,,10.0,2.77,,,5.09
221,BIE01,Birkenes,1974-05-29 08:30:00,0.0,0.0,,1.83,4.6,0.4,0.51,,50.0,2.95,,,5.15
221,BIE01,Birkenes,1974-05-29 12:00:00,0.0,0.0,,1.8,4.6,0.37,0.5,,20.0,2.75,,,5.13
221,BIE01,Birkenes,1974-05-29 16:00:00,0.0,0.0,,1.88,4.6,0.36,0.51,,60.0,2.77,,,5.18
221,BIE01,Birkenes,1974-05-29 20:00:00,0.0,0.0,,1.92,4.6,0.37,0.52,,80.0,2.75,,,5.15
221,BIE01,Birkenes,1974-05-30 08:30:00,0.0,0.0,,1.74,4.4,0.37,0.48,,30.0,2.95,,,5.02
221,BIE01,Birkenes,1974-05-31 08:20:00,0.0,0.0,,1.79,4.6,0.37,0.5,,20.0,2.95,,,5.05
221,BIE01,Birkenes,1974-06-01 08:30:00,0.0,0.0,,1.94,4.4,0.2,0.5,,10.0,2.95,,,5.31
221,BIE01,Birkenes,1974-06-02 08:30:00,0.0,0.0,,1.86,4.6,0.39,0.48,,10.0,2.95,,,5.22
221,BIE01,Birkenes,1974-06-03 08:30:00,0.0,0.0,,1.97,4.2,0.26,0.53,,110.0,2.8,,,5.15
221,BIE01,Birkenes,1974-06-04 08:30:00,0.0,0.0,,1.96,4.4,0.21,0.51,,30.0,2.8,,,5.24
221,BIE01,Birkenes,1974-06-05 08:30:00,0.0,0.0,,1.94,4.2,0.2,0.5,,30.0,2.85,,,5.24
221,BIE01,Birkenes,1974-06-06 08:30:00,0.0,0.0,,1.79,4.2,0.31,0.48,,50.0,2.75,,,5.02
221,BIE01,Birkenes,1974-06-07 08:00:00,0.0,0.0,,1.84,3.8,0.18,0.5,,100.0,3.09,,,5.07
221,BIE01,Birkenes,1974-06-10 08:30:00,0.0,0.0,,1.92,4.0,0.17,0.5,,50.0,3.6,,,5.29
221,BIE01,Birkenes,1974-06-13 08:30:00,0.0,0.0,,1.85,4.0,0.13,0.48,,40.0,3.25,,,5.28
221,BIE01,Birkenes,1974-06-16 08:20:00,0.0,0.0,,1.89,4.2,0.18,0.47,,10.0,3.38,,,5.28
221,BIE01,Birkenes,1974-06-19 08:40:00,0.0,0.0,,1.85,4.0,0.24,0.47,,10.0,3.28,,,5.23
221,BIE01,Birkenes,1974-06-22 09:00:00,0.0,0.0,,1.92,4.0,0.21,0.47,,10.0,3.3,,,5.36
221,BIE01,Birkenes,1974-06-25 08:40:00,0.0,0.0,,1.96,4.6,0.26,0.45,,30.0,3.1,,,5.46
221,BIE01,Birkenes,1974-06-28 08:20:00,0.0,0.0,,2.05,4.8,0.26,0.46,,30.0,3.1,,,5.45
221,BIE01,Birkenes,1974-07-01 08:30:00,0.0,0.0,,2.25,5.0,0.28,0.49,,30.0,3.1,,,5.5
221,BIE01,Birkenes,1974-07-04 08:15:00,0.0,0.0,,2.14,5.0,0.24,0.47,,20.0,3.15,,,5.5
221,BIE01,Birkenes,1974-07-07 08:15:00,0.0,0.0,,2.44,6.8,0.32,0.57,,70.0,4.9,,,5.26
221,BIE01,Birkenes,1974-07-10 09:00:00,0.0,0.0,,2.27,4.8,0.32,0.48,,10.0,3.2,,,5.46
221,BIE01,Birkenes,1974-07-13 09:00:00,0.0,0.0,,2.79,5.2,0.49,0.5,,10.0,3.25,,,5.64
221,BIE01,Birkenes,1974-07-16 08:30:00,0.0,0.0,,1.99,4.8,0.95,0.44,,100.0,2.75,,,5.27
221,BIE01,Birkenes,1974-07-19 08:15:00,0.0,0.0,,2.36,4.6,0.26,0.56,,50.0,3.2,,,5.8
221,BIE01,Birkenes,1974-07-22 08:15:00,0.0,0.0,,2.27,4.8,0.26,0.52,,50.0,3.25,,,5.44
221,BIE01,Birkenes,1974-07-25 08:15:00,0.0,0.0,,2.11,4.8,0.27,0.5,,60.0,3.2,,,5.33
221,BIE01,Birkenes,1974-07-28 08:00:00,0.0,0.0,,2.09,4.5,0.24,0.49,,70.0,2.9,,,5.23
221,BIE01,Birkenes,1974-07-31 08:30:00,0.0,0.0,,2.25,5.0,0.29,0.5,,40.0,2.95,,,5.41
221,BIE01,Birkenes,1974-08-03 08:30:00,0.0,0.0,,2.26,5.0,0.38,0.5,,30.0,3.0,,,5.48
221,BIE01,Birkenes,1974-08-06 08:40:00,0.0,0.0,,2.26,5.0,0.35,0.5,,10.0,2.95,,,5.55
221,BIE01,Birkenes,1974-08-09 09:00:00,0.0,0.0,,2.21,5.1,0.35,0.5,,10.0,2.95,,,5.41
221,BIE01,Birkenes,1974-08-12 08:00:00,0.0,0.0,,2.3,5.1,0.35,0.5,,10.0,2.95,,,5.5
221,BIE01,Birkenes,1974-08-14 23:00:00,0.0,0.0,,2.13,4.8,0.34,0.44,,40.0,3.0,,,5.52
221,BIE01,Birkenes,1974-08-15 07:00:00,0.0,0.0,,1.8,4.3,0.3,0.39,,60.0,2.75,,,5.32
221,BIE01,Birkenes,1974-08-15 11:00:00,0.0,0.0,,2.02,4.4,0.3,0.43,,60.0,2.8,,,5.32
221,BIE01,Birkenes,1974-08-15 15:00:00,0.0,0.0,,2.0,4.5,0.29,0.44,,40.0,2.8,,,5.26
221,BIE01,Birkenes,1974-08-15 20:00:00,0.0,0.0,,2.05,4.4,0.26,0.45,,40.0,2.8,,,5.26
221,BIE01,Birkenes,1974-08-16 08:00:00,0.0,0.0,,2.09,4.4,0.21,0.46,,40.0,2.8,,,5.32
221,BIE01,Birkenes,1974-08-16 20:00:00,0.0,0.0,,2.11,4.5,0.23,0.46,,50.0,2.8,,,5.29
221,BIE01,Birkenes,1974-08-17 08:30:00,0.0,0.0,,2.14,4.5,0.21,0.46,,50.0,3.0,,,5.37
221,BIE01,Birkenes,1974-08-17 20:00:00,0.0,0.0,,2.21,4.7,0.25,0.46,,30.0,3.0,,,5.42
221,BIE01,Birkenes,1974-08-20 08:20:00,0.0,0.0,,2.17,4.7,0.2,0.46,,20.0,3.0,,,5.49
221,BIE01,Birkenes,1974-08-23 08:20:00,0.0,0.0,,2.17,4.8,0.2,0.46,,20.0,3.0,,,5.55
221,BIE01,Birkenes,1974-08-26 08:20:00,0.0,0.0,,2.46,4.6,0.28,0.46,,20.0,3.0,,,5.61
221,BIE01,Birkenes,1974-08-29 08:25:00,0.0,0.0,,2.34,4.8,0.36,0.47,,30.0,3.0,,,5.54
221,BIE01,Birkenes,1974-09-01 08:30:00,0.0,0.0,,2.3,4.8,0.3,0.47,,10.0,3.0,,,5.81
221,BIE01,Birkenes,1974-09-03 08:30:00,0.0,0.0,,2.57,4.1,0.52,0.59,,250.0,2.6,,,4.58
221,BIE01,Birkenes,1974-09-03 12:00:00,0.0,0.0,,2.93,4.6,0.4,0.67,,220.0,2.85,,,4.59
221,BIE01,Birkenes,1974-09-03 16:00:00,0.0,0.0,,3.06,4.8,0.26,0.72,,160.0,3.0,,,4.66
221,BIE01,Birkenes,1974-09-03 20:00:00,0.0,0.0,,3.09,4.9,0.22,0.73,,140.0,3.1,,,4.68
221,BIE01,Birkenes,1974-09-04 08:30:00,0.0,0.0,,3.0,4.6,0.19,0.79,,170.0,3.2,,,4.48
221,BIE01,Birkenes,1974-09-04 17:00:00,0.0,0.0,,2.89,4.7,0.14,0.81,,160.0,3.3,,,4.45
221,BIE01,Birkenes,1974-09-04 20:00:00,0.0,0.0,,2.86,4.7,0.12,0.81,,160.0,3.3,,,4.45
221,BIE01,Birkenes,1974-09-05 04:00:00,0.0,0.0,,1.94,7.0,0.4,0.66,,110.0,3.3,,,4.27
221,BIE01,Birkenes,1974-09-05 08:30:00,0.0,0.0,,1.93,7.2,0.25,0.67,,90.0,3.4,,,4.27
221,BIE01,Birkenes,1974-09-05 12:00:00,0.0,0.0,,2.03,7.1,0.16,0.68,,100.0,3.4,,,4.28
221,BIE01,Birkenes,1974-09-05 16:00:00,0.0,0.0,,1.92,6.8,0.11,0.66,,90.0,3.25,,,4.24
221,BIE01,Birkenes,1974-09-05 20:00:00,0.0,0.0,,1.85,6.9,0.1,0.64,,70.0,3.4,,,4.25
221,BIE01,Birkenes,1974-09-06 08:30:00,0.0,0.0,,2.02,6.4,0.06,0.67,,90.0,3.4,,,4.29
221,BIE01,Birkenes,1974-09-06 12:00:00,0.0,0.0,,2.0,6.5,0.05,0.68,,80.0,3.4,,,4.28
221,BIE01,Birkenes,1974-09-06 16:00:00,0.0,0.0,,2.0,6.5,0.06,0.67,,70.0,3.4,,,4.29
221,BIE01,Birkenes,1974-09-07 08:00:00,0.0,0.0,,2.0,6.4,0.03,0.65,,60.0,3.25,,,4.32
221,BIE01,Birkenes,1974-09-07 14:00:00,0.0,0.0,,1.93,6.4,0.02,0.64,,60.0,3.4,,,4.31
221,BIE01,Birkenes,1974-09-08 08:00:00,0.0,0.0,,1.4,6.6,0.15,0.52,,30.0,3.4,,,4.22
221,BIE01,Birkenes,1974-09-09 08:30:00,0.0,0.0,,1.74,6.6,0.03,0.59,,40.0,3.4,,,4.34
221,BIE01,Birkenes,1974-09-10 08:40:00,0.0,0.0,,1.91,6.3,0.06,0.6,,40.0,3.4,,,4.41
221,BIE01,Birkenes,1974-09-11 08:20:00,0.0,0.0,,1.97,6.0,0.05,0.61,,40.0,3.4,,,4.49
221,BIE01,Birkenes,1974-09-12 08:30:00,0.0,0.0,,1.99,5.9,0.04,0.61,,40.0,3.4,,,4.54
221,BIE01,Birkenes,1974-09-16 08:20:00,0.0,0.0,,2.13,5.9,0.1,0.64,,40.0,3.75,,,4.62
221,BIE01,Birkenes,1974-09-17 08:30:00,0.0,0.0,,1.75,6.2,0.08,0.6,,30.0,3.75,,,4.41
221,BIE01,Birkenes,1974-09-18 08:00:00,0.0,0.0,,1.8,6.1,0.08,0.6,,30.0,3.75,,,4.46
221,BIE01,Birkenes,1974-09-19 08:30:00,0.0,0.0,,1.88,6.0,0.08,0.6,,40.0,3.75,,,4.53
221,BIE01,Birkenes,1974-09-20 08:30:00,0.0,0.0,,1.85,6.1,0.08,0.6,,30.0,3.7,,,4.52
221,BIE01,Birkenes,1974-09-21 16:00:00,0.0,0.0,,1.85,6.2,0.14,0.6,,60.0,3.7,,,4.48
221,BIE01,Birkenes,1974-09-22 09:00:00,0.0,0.0,,1.63,6.4,0.08,0.58,,30.0,3.7,,,4.38
221,BIE01,Birkenes,1974-09-23 08:40:00,0.0,0.0,,1.66,6.1,0.07,0.58,,30.0,3.7,,,4.43
221,BIE01,Birkenes,1974-09-24 08:30:00,0.0,0.0,,1.41,6.1,0.1,0.53,,40.0,3.7,,,4.32
221,BIE01,Birkenes,1974-09-25 08:30:00,0.0,0.0,,1.23,5.6,0.1,0.48,,20.0,3.55,,,4.29
221,BIE01,Birkenes,1974-09-26 08:30:00,0.0,0.0,,1.42,5.3,0.07,0.51,,30.0,3.55,,,4.35
221,BIE01,Birkenes,1974-09-27 08:00:00,0.0,0.0,,1.5,5.3,0.07,0.53,,40.0,3.5,,,4.51
221,BIE01,Birkenes,1974-09-29 08:40:00,0.0,0.0,,1.3,5.0,0.09,0.48,,20.0,3.25,,,4.38
221,BIE01,Birkenes,1974-09-30 08:30:00,0.0,0.0,,1.37,5.0,0.08,0.5,,30.0,3.35,,,4.44
221,BIE01,Birkenes,1974-10-02 08:30:00,0.0,0.0,,1.34,5.3,0.08,0.48,,50.0,3.19,,,4.54
221,BIE01,Birkenes,1974-10-03 08:30:00,0.0,0.0,,1.31,5.3,0.07,0.48,,40.0,3.23,,,4.48
221,BIE01,Birkenes,1974-10-04 08:30:00,0.0,0.0,,1.19,5.2,0.05,0.45,,30.0,3.07,,,4.46
221,BIE01,Birkenes,1974-10-05 08:30:00,0.0,0.0,,1.22,5.4,0.06,0.46,,30.0,3.2,,,4.46
221,BIE01,Birkenes,1974-10-07 08:30:00,0.0,0.0,,1.32,5.2,0.07,0.46,,40.0,3.16,,,4.53
221,BIE01,Birkenes,1974-10-08 08:15:00,0.0,0.0,,1.33,5.3,0.06,0.47,,40.0,3.13,,,4.51
221,BIE01,Birkenes,1974-10-09 08:50:00,0.0,0.0,,1.33,5.2,0.06,0.47,,50.0,3.16,,,4.52
221,BIE01,Birkenes,1974-10-10 07:30:00,0.0,0.0,,1.36,5.2,0.07,0.48,,50.0,3.16,,,4.57
221,BIE01,Birkenes,1974-10-11 09:00:00,0.0,0.0,,1.33,5.1,0.06,0.46,,50.0,3.07,,,4.64
221,BIE01,Birkenes,1974-10-12 09:00:00,0.0,0.0,,1.45,5.2,0.08,0.48,,40.0,3.2,,,4.67
221,BIE01,Birkenes,1974-10-13 08:30:00,0.0,0.0,,1.46,5.1,0.09,0.48,,50.0,3.23,,,4.69
221,BIE01,Birkenes,1974-10-14 08:20:00,0.0,0.0,,1.5,5.2,0.1,0.5,,60.0,3.27,,,4.72
221,BIE01,Birkenes,1974-10-15 08:20:00,0.0,0.0,,1.5,5.2,0.09,0.49,,60.0,3.27,,,4.76
221,BIE01,Birkenes,1974-10-16 08:20:00,0.0,0.0,,1.57,5.2,0.11,0.5,,70.0,3.27,,,4.78
221,BIE01,Birkenes,1974-10-17 08:40:00,0.0,0.0,,1.64,5.2,0.14,0.51,,60.0,3.2,,,4.83
221,BIE01,Birkenes,1974-10-18 08:40:00,0.0,0.0,,1.59,5.1,0.2,0.5,,60.0,3.06,,,4.77
221,BIE01,Birkenes,1974-10-19 10:00:00,0.0,0.0,,1.07,5.0,0.36,0.46,,100.0,2.86,,,4.34
221,BIE01,Birkenes,1974-10-20 09:00:00,0.0,0.0,,0.97,4.3,0.15,0.41,,30.0,2.72,,,4.38
221,BIE01,Birkenes,1974-10-21 08:40:00,0.0,0.0,,1.14,4.5,0.11,0.44,,30.0,2.86,,,4.45
221,BIE01,Birkenes,1974-10-22 08:40:00,0.0,0.0,,1.23,4.6,0.11,0.45,,40.0,2.86,,,4.51
221,BIE01,Birkenes,1974-10-23 08:35:00,0.0,0.0,,1.11,4.3,0.09,0.43,,30.0,2.8,,,4.48
221,BIE01,Birkenes,1974-10-24 08:20:00,0.0,0.0,,1.23,4.8,0.09,0.45,,40.0,2.8,,,4.54
221,BIE01,Birkenes,1974-10-25 09:00:00,0.0,0.0,,1.32,4.9,0.1,0.46,,40.0,2.86,,,4.6
221,BIE01,Birkenes,1974-10-26 09:00:00,0.0,0.0,,1.36,5.0,0.12,0.46,,50.0,2.88,,,4.65
221,BIE01,Birkenes,1974-10-27 08:30:00,0.0,0.0,,1.4,5.1,0.11,0.47,,60.0,2.94,,,4.7
221,BIE01,Birkenes,1974-10-28 08:10:00,0.0,0.0,,1.43,5.0,0.11,0.46,,70.0,2.94,,,4.71
221,BIE01,Birkenes,1974-10-29 08:20:00,0.0,0.0,,1.47,5.0,0.12,0.47,,70.0,2.94,,,4.77
221,BIE01,Birkenes,1974-10-30 08:25:00,0.0,0.0,,1.49,5.0,0.11,0.48,,60.0,2.94,,,4.8
221,BIE01,Birkenes,1974-10-31 08:00:00,0.0,0.0,,1.51,5.0,0.11,0.48,,70.0,2.94,,,4.83
221,BIE01,Birkenes,1974-11-01 08:30:00,0.0,0.0,,1.53,5.1,0.11,0.48,,70.0,3.2,,,4.86
221,BIE01,Birkenes,1974-11-02 09:30:00,0.0,0.0,,1.53,5.0,0.13,0.48,,70.0,3.2,,,4.88
221,BIE01,Birkenes,1974-11-03 09:30:00,0.0,0.0,,1.57,5.1,0.13,0.49,,70.0,3.2,,,4.9
221,BIE01,Birkenes,1974-11-04 08:40:00,0.0,0.0,,1.57,5.0,0.11,0.49,,80.0,3.2,,,4.92
221,BIE01,Birkenes,1974-11-05 08:20:00,0.0,0.0,,1.63,5.2,0.12,0.5,,80.0,3.2,,,4.95
221,BIE01,Birkenes,1974-11-06 08:40:00,0.0,0.0,,1.6,5.0,0.13,0.49,,80.0,3.16,,,4.96
221,BIE01,Birkenes,1974-11-07 09:00:00,0.0,0.0,,1.63,5.1,0.16,0.5,,70.0,3.2,,,4.97
221,BIE01,Birkenes,1974-11-08 08:40:00,0.0,0.0,,1.64,5.1,0.12,0.5,,80.0,3.28,,,4.97
221,BIE01,Birkenes,1974-11-09 09:00:00,0.0,0.0,,1.32,4.5,0.11,0.46,,70.0,3.2,,,4.61
221,BIE01,Birkenes,1974-11-10 08:30:00,0.0,0.0,,1.03,4.2,0.08,0.41,,40.0,2.9,,,4.43
221,BIE01,Birkenes,1974-11-11 08:30:00,0.0,0.0,,1.04,4.3,0.08,0.42,,40.0,3.0,,,4.47
221,BIE01,Birkenes,1974-11-12 08:50:00,0.0,0.0,,1.05,4.5,0.07,0.42,,30.0,3.08,,,4.46
221,BIE01,Birkenes,1974-11-13 08:40:00,0.0,0.0,,1.07,4.4,0.08,0.42,,30.0,3.2,,,4.45
221,BIE01,Birkenes,1974-11-14 08:00:00,0.0,0.0,,0.89,4.5,0.13,0.39,,50.0,2.86,,,4.37
221,BIE01,Birkenes,1974-11-15 08:30:00,0.0,0.0,,0.97,4.8,0.13,0.41,,20.0,2.86,,,4.4
221,BIE01,Birkenes,1974-11-16 09:30:00,0.0,0.0,,1.11,4.7,0.1,0.43,,40.0,2.9,,,4.47
221,BIE01,Birkenes,1974-11-17 08:00:00,0.0,0.0,,1.19,4.7,0.09,0.44,,40.0,2.9,,,4.54
221,BIE01,Birkenes,1974-11-18 09:00:00,0.0,0.0,,1.22,4.8,0.09,0.44,,50.0,2.9,,,4.54
221,BIE01,Birkenes,1974-11-19 09:30:00,0.0,0.0,,1.01,4.6,0.11,0.4,,30.0,2.8,,,4.43
221,BIE01,Birkenes,1974-12-03 00:00:00,0.0,0.0,,1.15,4.2,0.09,0.41,,60.0,3.08,,,4.73
221,BIE01,Birkenes,1975-01-21 00:00:00,0.0,0.0,,0.95,4.7,0.13,0.4,,80.0,2.7,,,4.45
221,BIE01,Birkenes,1975-01-29 00:00:00,0.0,0.0,,0.98,4.9,0.12,0.41,,60.0,2.82,,,4.45
221,BIE01,Birkenes,1975-02-05 00:00:00,0.0,0.0,,0.9,4.6,0.07,0.39,,50.0,2.64,,,4.68
221,BIE01,Birkenes,1975-02-12 00:00:00,0.0,0.0,,1.05,4.0,0.09,0.4,,50.0,2.68,,,4.61
221,BIE01,Birkenes,1975-03-12 09:00:00,0.0,0.0,,1.1,3.5,0.27,0.39,,120.0,2.4,,,4.79
221,BIE01,Birkenes,1975-04-09 15:00:00,0.0,0.0,,1.6,4.2,0.19,0.45,,80.0,2.78,,,5.32
221,BIE01,Birkenes,1975-04-16 08:30:00,0.0,0.0,,1.34,3.7,0.27,0.4,,90.0,2.4,,,5.02
221,BIE01,Birkenes,1975-04-23 08:30:00,0.0,0.0,,1.19,3.1,0.22,0.37,,80.0,2.34,,,4.93
221,BIE01,Birkenes,1975-04-30 08:30:00,0.0,0.0,,1.25,3.3,0.19,0.4,,100.0,2.46,,,4.84
221,BIE01,Birkenes,1975-05-07 11:00:00,0.0,0.0,,1.1,3.2,0.25,0.4,,100.0,2.62,,,4.77
221,BIE01,Birkenes,1975-05-14 09:00:00,0.0,0.0,,1.3,3.4,0.19,0.42,,60.0,2.62,,,4.9
221,BIE01,Birkenes,1975-05-21 09:00:00,0.0,0.0,,1.11,3.0,0.12,0.4,,40.0,2.62,,,4.69
221,BIE01,Birkenes,1975-05-28 08:30:00,0.0,0.0,,1.39,3.5,0.13,0.43,,30.0,2.66,,,4.97
221,BIE01,Birkenes,1975-06-05 09:50:00,0.0,0.0,,1.08,3.1,0.03,0.4,,30.0,2.4,,,4.52
221,BIE01,Birkenes,1975-06-11 08:40:00,0.0,0.0,,1.58,3.9,0.11,0.45,,20.0,2.7,,,4.99
221,BIE01,Birkenes,1975-06-18 08:40:00,0.0,0.0,,1.5,3.3,0.09,0.43,,10.0,2.58,,,4.91
221,BIE01,Birkenes,1975-06-25 08:30:00,0.0,0.0,,1.69,3.7,0.17,0.44,,30.0,2.72,,,5.04
221,BIE01,Birkenes,1975-07-02 08:30:00,0.0,0.0,,1.76,3.9,0.23,0.46,,30.0,2.82,,,5.13
221,BIE01,Birkenes,1975-07-09 08:30:00,0.0,0.0,,1.82,4.0,0.23,0.45,,10.0,2.86,,,5.2
221,BIE01,Birkenes,1975-07-16 08:30:00,0.0,0.0,,1.81,4.2,0.31,0.45,,10.0,3.12,,,5.17
221,BIE01,Birkenes,1975-07-23 08:30:00,0.0,0.0,,1.6,4.0,0.33,0.4,,10.0,2.72,,,5.12
221,BIE01,Birkenes,1975-07-23 08:40:00,0.0,0.0,,1.65,4.2,0.29,0.42,,10.0,2.7,,,5.18
221,BIE01,Birkenes,1975-07-30 08:30:00,0.0,0.0,,1.97,3.8,0.26,0.5,,70.0,2.64,,,4.97
221,BIE01,Birkenes,1975-08-06 09:00:00,0.0,0.0,,2.74,,0.19,0.86,,,2.44,,,5.02
221,BIE01,Birkenes,1975-08-20 08:30:00,0.0,0.0,,1.85,5.2,0.33,0.55,,30.0,3.0,,,5.18
221,BIE01,Birkenes,1975-08-27 08:30:00,0.0,0.0,,2.01,4.8,0.27,0.58,,30.0,2.86,,,5.18
221,BIE01,Birkenes,1975-09-17 08:40:00,0.0,0.0,,3.22,4.8,0.1,1.0,,100.0,3.28,,,4.65
221,BIE01,Birkenes,1975-09-24 09:30:00,0.0,0.0,,1.73,4.7,0.37,0.45,,30.0,3.1,,,5.22
221,BIE01,Birkenes,1975-10-01 09:00:00,0.0,0.0,,1.53,5.3,0.12,0.54,,40.0,3.2,,,4.37
221,BIE01,Birkenes,1975-10-08 08:45:00,0.0,0.0,,1.4,4.9,0.14,0.54,,30.0,3.34,,,4.39
221,BIE01,Birkenes,1975-10-10 08:30:00,0.0,0.0,,1.51,4.5,0.1,0.48,,50.0,2.96,,,4.61
221,BIE01,Birkenes,1975-10-22 16:30:00,0.0,0.0,,1.33,4.5,0.04,0.52,,40.0,3.04,,,4.58
221,BIE01,Birkenes,1975-10-29 08:30:00,0.0,0.0,,1.61,4.5,0.08,0.55,,70.0,3.1,,,4.73
221,BIE01,Birkenes,1975-11-05 08:30:00,0.0,0.0,,1.92,5.0,0.16,0.59,,90.0,3.1,,,4.82
221,BIE01,Birkenes,1975-11-12 08:30:00,0.0,0.0,,1.73,4.9,0.15,0.49,,70.0,3.1,,,4.9
221,BIE01,Birkenes,1975-11-19 08:30:00,0.0,0.0,,1.22,3.8,0.21,0.43,,90.0,2.86,,,4.37
221,BIE01,Birkenes,1975-11-26 08:30:00,0.0,0.0,,1.45,4.3,0.14,0.44,,80.0,2.98,,,4.54
221,BIE01,Birkenes,1975-12-03 00:00:00,0.0,0.0,,1.09,4.7,0.06,0.45,,100.0,3.62,,,4.56
221,BIE01,Birkenes,1975-12-10 00:00:00,0.0,0.0,,1.21,4.9,0.1,0.42,,60.0,3.0,,,4.48
221,BIE01,Birkenes,1975-12-17 00:00:00,0.0,0.0,,1.34,4.6,0.07,0.45,,50.0,3.0,,,4.54
221,BIE01,Birkenes,1975-12-24 00:00:00,0.0,0.0,,1.42,4.4,0.12,0.42,,80.0,3.0,,,4.65
221,BIE01,Birkenes,1975-12-31 00:00:00,0.0,0.0,,1.46,4.3,0.09,0.42,,110.0,2.88,,,4.68
221,BIE01,Birkenes,1976-01-07 09:40:00,0.0,0.0,,1.49,4.3,0.11,0.42,,80.0,3.02,,,4.79
221,BIE01,Birkenes,1976-01-14 09:00:00,0.0,0.0,,1.21,4.4,0.09,0.45,,70.0,3.0,,,4.61
221,BIE01,Birkenes,1976-01-21 09:00:00,0.0,0.0,,1.4,4.5,0.09,0.47,,80.0,3.15,,,4.69
221,BIE01,Birkenes,1976-01-28 09:00:00,0.0,0.0,,1.65,5.8,0.12,0.6,,80.0,3.86,,,4.64
221,BIE01,Birkenes,1976-02-04 09:00:00,0.0,0.0,,1.42,4.1,0.07,0.45,,70.0,2.82,,,4.89
221,BIE01,Birkenes,1976-02-11 09:00:00,0.0,0.0,,1.88,4.9,0.14,0.54,,120.0,3.32,,,4.97
221,BIE01,Birkenes,1976-02-18 10:00:00,0.0,0.0,,1.86,4.8,0.09,0.54,,120.0,3.16,,,4.97
221,BIE01,Birkenes,1976-02-25 09:00:00,0.0,0.0,,1.7,4.8,0.33,0.6,,150.0,3.35,,,4.58
221,BIE01,Birkenes,1976-03-03 08:30:00,0.0,0.0,,1.18,4.5,0.16,0.5,,160.0,3.05,,,4.5
